1000 1262809800 1.103
1000 1262817000 0.469
1000 1262818800 0.184
1000 1262820600 0.054
1000 1262822400 0.024
1000 1262824200 0.024
1000 1262826000 0.049
1000 1262827800 0.095
1000 1262829600 0.109
1000 1262831400 0.064
1000 1262833200 0.024
1000 1262811600 0.464
1000 1262813400 0.463
1000 1262815200 0.469
1000 1263007800 0.024
1000 1263009600 0.024
1000 1263011400 0.024
1000 1263013200 0.024
1000 1263015000 0.056
1000 1263016800 0.131
1000 1263018600 0.139
1000 1263020400 0.159
1000 1263022200 0.158
1000 1263024000 0.159
1000 1263025800 1.594
1000 1263027600 0.563
1000 1263029400 0.311
1000 1263031200 0.38
1000 1263033000 0.372
1000 1263034800 0.385
1000 1263036600 0.388
1000 1263038400 0.449
1000 1263040200 0.833
1000 1263042000 1.86
1000 1263043800 0.932
1000 1263045600 0.416
1000 1263047400 0.398
1000 1263049200 0.836
1000 1263051000 1.461
1000 1262835000 0.024
1000 1262836800 0.024
1000 1262838600 0.024
1000 1262840400 0.024
1000 1262842200 0.051
1000 1262844000 0.122
1000 1262845800 0.132
1000 1262847600 0.103
1000 1262849400 3.169
1000 1262851200 1.52
1000 1262853000 0.404
1000 1262854800 0.356
1000 1262856600 0.366
1000 1262858400 0.362
1000 1262860200 0.382
1000 1262862000 0.372
1000 1262863800 0.363
1000 1262865600 0.358
1000 1262867400 0.353
1000 1262869200 0.356
1000 1262871000 0.357
1000 1262872800 0.358
1000 1262874600 0.358
1000 1262876400 0.388
1000 1262878200 0.386
1000 1262880000 0.44
1000 1262881800 0.428
1000 1262883600 0.425
1000 1262885400 0.419
1000 1262887200 0.407
1000 1262889000 0.486
1000 1262890800 1.221
1000 1262892600 1.105
1000 1262894400 0.503
1000 1262896200 0.517
1000 1262898000 0.54
1000 1262899800 0.498
1000 1262901600 0.459
1000 1262903400 0.434
1000 1262905200 0.083
1000 1262907000 0.073
1000 1262908800 0.033
1000 1262910600 0.023
1000 1262912400 0.024
1000 1262914200 0.054
1000 1262916000 0.024
1000 1262917800 0.024
1000 1262919600 0.024
1000 1262921400 0.024
1000 1262923200 0.024
1000 1262925000 0.024
1000 1262926800 0.024
1000 1262928600 0.069
1000 1262930400 0.129
1000 1262932200 0.152
1000 1262934000 0.201
1000 1262935800 0.483
1000 1262937600 0.486
1000 1262939400 0.377
1000 1262941200 0.305
1000 1262943000 0.31
1000 1262944800 0.333
1000 1262946600 0.308
1000 1262948400 0.31
1000 1262950200 0.308
1000 1262952000 0.309
1000 1262953800 0.308
1000 1262955600 0.31
1000 1262957400 0.315
1000 1262959200 0.342
1000 1262961000 0.316
1000 1262962800 0.317
1000 1262964600 0.349
1000 1262966400 0.399
1000 1262968200 0.385
1000 1262970000 0.374
1000 1262971800 0.426
1000 1262973600 0.385
1000 1262975400 0.661
1000 1262977200 0.564
1000 1262979000 0.536
1000 1262980800 0.562
1000 1262982600 0.75
1000 1262984400 1.18
1000 1262986200 1.138
1000 1262988000 1.092
1000 1262989800 1.14
1000 1262991600 1.004
1000 1262993400 0.475
1000 1262995200 0.384
1000 1262997000 0.07
1000 1262998800 0.061
1000 1263000600 0.111
1000 1263002400 0.098
1000 1263004200 0.024
1000 1263006000 0.024
1000 1262304000 0.452
1000 1262305800 0.231
1000 1262307600 0.131
1000 1262309400 0.031
1000 1262311200 0.024
1000 1262313000 0.024
1000 1262314800 0.024
1000 1262316600 0.024
1000 1262318400 0.024
1000 1262320200 0.024
1000 1262322000 0.054
1000 1262323800 0.024
1000 1262325600 0.024
1000 1262327400 0.024
1000 1262329200 0.102
1000 1262331000 0.105
1000 1262332800 0.108
1000 1262334600 0.084
1000 1262336400 0.073
1000 1262338200 0.065
1000 1262340000 0.903
1000 1262341800 1.725
1000 1262343600 0.434
1000 1262345400 0.636
1000 1262347200 0.411
1000 1262349000 0.446
1000 1262350800 0.463
1000 1262352600 0.46
1000 1262354400 0.517
1000 1262356200 0.696
1000 1262358000 0.559
1000 1262359800 0.618
1000 1262361600 0.994
1000 1262363400 0.553
1000 1262365200 0.643
1000 1262367000 0.468
1000 1262368800 0.49
1000 1262370600 0.473
1000 1262372400 0.415
1000 1262374200 0.373
1000 1262376000 0.375
1000 1262377800 0.372
1000 1262379600 0.366
1000 1262381400 0.443
1000 1262383200 0.455
1000 1262385000 0.46
1000 1262386800 0.382
1000 1262388600 0.377
1000 1262390400 0.382
1000 1262392200 0.383
1000 1262394000 0.382
1000 1262395800 0.381
1000 1262397600 0.384
1000 1262399400 0.372
1000 1262401200 0.407
1000 1262403000 0.377
1000 1262404800 0.376
1000 1262406600 0.377
1000 1262408400 0.377
1000 1262410200 0.426
1000 1262412000 0.462
1000 1262413800 0.384
1000 1262415600 0.379
1000 1262417400 0.376
1000 1262419200 0.376
1000 1262421000 0.376
1000 1262422800 0.373
1000 1262424600 0.377
1000 1262426400 0.376
1000 1262428200 0.569
1000 1262430000 0.397
1000 1262431800 0.385
1000 1262433600 0.369
1000 1262435400 0.447
1000 1262437200 0.451
1000 1262439000 1.867
1000 1262440800 1.266
1000 1262442600 0.441
1000 1262444400 0.425
1000 1262446200 0.482
1000 1262448000 0.77
1000 1262449800 0.546
1000 1262451600 0.538
1000 1262453400 0.497
1000 1262455200 0.459
1000 1262457000 0.295
1000 1262458800 0.324
1000 1262460600 0.366
1000 1262462400 0.346
1000 1262464200 0.3
1000 1262466000 0.333
1000 1262467800 0.395
1000 1262469600 0.355
1000 1262471400 0.372
1000 1262473200 0.391
1000 1262475000 0.313
